part_a,part_b,similarity,distance,topology_distance,geometry_distance,shape_distance,size_distance,size_gate_failed,same_group
51,53,0.9999999999997257,2.743592708714243e-13,0.0,6.0408280636076884e-15,1.3638048481333376e-12,5.872948590327352e-16,False,False
39,58,0.9999999999997211,2.7885079355624306e-13,0.0,2.099099148991604e-15,1.3906023278416682e-12,1.3703546710763842e-15,False,True
34,51,0.9999999999997042,2.9573735373144213e-13,0.0,4.3284849678974526e-15,1.4728623865239293e-12,5.517012312125697e-16,False,False
35,54,0.9999999999996865,3.135602744372876e-13,0.0,1.6044548613786173e-14,1.5473319104957958e-12,5.517012312125687e-16,False,True
36,55,0.9999999999996827,3.173007586855917e-13,0.0,3.5208932217527074e-15,1.5818490723025491e-12,3.3813946429157486e-16,False,True
32,53,0.9999999999996682,3.31796089426683e-13,0.0,7.126618851393064e-15,1.6497785261396572e-12,3.915299060218231e-16,False,True
47,54,0.9999999999996467,3.533149905913862e-13,0.0,7.132951121175468e-15,1.7574985927302708e-12,2.1356176692099458e-16,False,False
32,34,0.999999999999643,3.570433291244848e-13,0.0,4.821006903498673e-15,1.7784028779775293e-12,1.0500120206948878e-15,False,True
66,67,0.9999999999996284,3.715972970180396e-13,0.0,1.225904344512982e-16,1.8578065518262687e-12,3.559362782016575e-17,False,True
23,58,0.9999999999995877,4.1234607896511093e-13,0.0,1.1905326914548549e-15,2.0595214579978774e-12,9.61027951144477e-16,False,True
23,39,0.999999999999545,4.550141034284738e-13,0.0,9.676660762850429e-16,2.273513896675766e-12,4.627171616621546e-16,False,True
42,58,0.9999999999995427,4.573019715513749e-13,0.0,1.0752256238004408e-14,2.2728559756924477e-12,2.847490225613259e-16,False,True
31,59,0.99999999999952,4.79965716571782e-13,0.0,3.3990900502730316e-15,2.395139249151794e-12,5.87294859032734e-16,False,True
23,25,0.9999999999995196,4.80348059637932e-13,0.0,3.087240733455255e-15,2.3971871715303475e-12,9.254343233243109e-16,False,True
25,42,0.9999999999995165,4.835493901545173e-13,0.0,9.802784346511242e-15,2.405012956363875e-12,6.40685300762984e-16,False,True
51,57,0.9999999999995115,4.884749687163735e-13,0.0,5.528857847994952e-15,2.4353035999466824e-12,2.1356176692099448e-16,False,True
40,59,0.9999999999995103,4.897590694024734e-13,0.0,2.508902008820817e-14,2.417273900576916e-12,2.1356176692099445e-16,False,True
35,47,0.999999999999506,4.940486516904553e-13,0.0,2.183532305245587e-14,2.4424685906611343e-12,6.40685300762983e-16,False,False
