part_a,part_b,similarity,distance,topology_distance,geometry_distance,shape_distance,size_distance,size_gate_failed,same_group
23,43,0.9999999999977315,2.2684979948937546e-12,0.0,1.2956832603386168e-14,1.1325960243453725e-11,4.449203477520725e-16,False,True
26,38,0.9999999999977293,2.270723532805181e-12,0.0,1.5850558012598788e-14,1.133241631502517e-11,1.8508686466486135e-15,False,False
39,43,0.9999999999977255,2.274475764181631e-12,0.0,1.3377963703785757e-14,1.1355002333367226e-11,8.720438815940621e-16,False,True
34,39,0.9999999999977253,2.274691522192523e-12,0.0,4.9747347493916614e-15,1.1366998935538088e-11,3.2034265038149167e-16,False,False
24,59,0.9999999999977228,2.2771869754770613e-12,0.0,1.0252091961824138e-15,1.1384212894745803e-11,5.872948590327344e-16,False,True
32,40,0.9999999999977208,2.2792206637013244e-12,0.0,2.497185164128108e-14,1.1364514770862907e-11,4.983107894823199e-16,False,False
34,40,0.9999999999977172,2.282801200799022e-12,0.0,2.4767829405152944e-14,1.1382645788925692e-11,5.339044173024867e-16,False,False
31,43,0.9999999999977086,2.29139212433074e-12,0.0,1.1075443549114998e-14,1.1442942798281681e-11,2.313585808310773e-16,False,True
46,48,0.9999999999977082,2.2918555627282495e-12,0.0,3.480499463827638e-15,1.1453258738007392e-11,2.2246017387603524e-15,False,True
43,59,0.9999999999977052,2.2948425999804395e-12,0.0,1.4361461557913517e-14,1.1455994220746155e-11,3.5593627820165717e-16,False,True
24,58,0.9999999999977052,2.2948541329326488e-12,0.0,2.6189928809726938e-15,1.1470783361795106e-11,2.847490225613261e-16,False,True
25,38,0.9999999999976996,2.3004200991137976e-12,0.0,1.0520946264143093e-14,1.1488348670269342e-11,8.008566259537285e-16,False,False
28,51,0.9999999999976994,2.3005874717610804e-12,0.0,5.002053286364045e-15,1.1496044106896683e-11,8.542470676839791e-16,False,True
48,54,0.9999999999976832,2.3168122279004003e-12,0.0,3.0350726161073924e-15,1.1578785713973853e-11,1.9754463440192085e-15,False,False
37,55,0.9999999999976821,2.3178946734000184e-12,0.0,2.151032704365014e-14,1.1561931425284333e-11,8.720438815940621e-16,False,True
43,58,0.9999999999976774,2.3225388633650767e-12,0.0,1.208247651424203e-14,1.1597204140480037e-11,5.161076033924038e-16,False,True
25,57,0.9999999999976712,2.3288351488093733e-12,0.0,1.6105351286944918e-15,1.164160197549783e-11,7.474661842234799e-16,False,True
46,52,0.9999999999976642,2.3357466180223758e-12,0.0,1.9409904323284452e-14,1.1653469638925329e-11,1.3347610432562127e-15,False,True
28,53,0.9999999999976423,2.3576890273760105e-12,0.0,4.165306538681435e-15,1.1782477689912044e-11,1.0144183928747258e-15,False,False
44,54,0.9999999999976352,2.3647515871237194e-12,0.0,1.4882401844028724e-15,1.1820629612397e-11,1.690697321457878e-15,False,True
28,32,0.9999999999976338,2.3661763231354127e-12,0.0,5.523220950927683e-15,1.1822989866316393e-11,1.3169642293461355e-15,False,False
29,46,0.9999999999976231,2.3769310633017334e-12,0.0,7.456112506898891e-15,1.1875014833224659e-11,4.271235338419893e-16,False,True
49,57,0.9999999999976221,2.3778533277964984e-12,0.0,1.0755580678018806e-14,1.187531495393853e-11,6.762789285831483e-16,False,True
23,57,0.999999999997614,2.3859315556452506e-12,0.0,4.045722194240166e-15,1.1924453801768695e-11,1.9576495301091165e-16,False,True
36,56,0.9999999999976095,2.3905785447694883e-12,0.0,1.480158186768418e-14,1.1933403023340824e-11,1.316964229346136e-15,False,True
28,34,0.9999999999976079,2.3921359523968794e-12,0.0,8.833597824439604e-15,1.1949357464884763e-11,3.7373309211174065e-16,False,False
26,53,0.9999999999975996,2.400461965508408e-12,0.0,1.5545660072746152e-14,1.1981729857953906e-11,1.5305259962671242e-15,False,False
23,38,0.9999999999975978,2.4022273031991045e-12,0.0,8.551932834646215e-15,1.2000313123847889e-11,1.779681391008288e-16,False,False
30,57,0.9999999999975827,2.4172557104351493e-12,0.0,3.8753625797502035e-15,1.208098053019635e-11,6.050916729428186e-16,False,False
24,40,0.9999999999975628,2.4372132475142186e-12,0.0,2.5500338850933187e-14,1.2153910514188342e-11,3.737330921117401e-16,False,True
43,49,0.9999999999975602,2.4398049882507894e-12,0.0,2.150191965552975e-14,1.2171827199034153e-11,4.271235338419893e-16,False,True
26,34,0.9999999999975585,2.4415269760608025e-12,0.0,8.48164238521795e-15,1.2195377723628852e-11,2.206804924850269e-15,False,False
24,49,0.9999999999975459,2.4541122194141127e-12,0.0,6.944353910170283e-15,1.2261680440526362e-11,2.6695220865124327e-16,False,True
29,54,0.9999999999975389,2.4611090126055532e-12,0.0,1.34422831838643e-14,1.2288194957020201e-11,7.296693703133984e-16,False,False
31,47,0.999999999997538,2.462056839406868e-12,0.0,1.7916315520840915e-14,1.2287421636268149e-11,6.228884868529014e-16,False,True
35,48,0.9999999999975369,2.463184562669946e-12,0.0,1.3974139382629776e-14,1.2296546430829586e-11,2.544944389141838e-15,False,False
38,58,0.9999999999975359,2.4641265609947356e-12,0.0,9.423725325779227e-15,1.2308239158236554e-11,8.186534398638133e-16,False,False
38,49,0.9999999999975293,2.470718039097859e-12,0.0,5.708740589239126e-16,1.2352329350887904e-11,7.29669370313399e-16,False,False
40,43,0.9999999999975189,2.481172034936269e-12,0.0,1.1827079146119048e-14,1.2390755983098314e-11,4.271235338419892e-16,False,True
42,47,0.9999999999975121,2.487946888566416e-12,0.0,2.7633270783347893e-14,1.2404979292585973e-11,2.847490225613261e-16,False,True
30,38,0.9999999999975022,2.497778687950409e-12,0.0,7.302200878074724e-15,1.2479325217510176e-11,5.872948590327358e-16,False,False
57,58,0.9999999999974996,2.5004636685882215e-12,0.0,3.3015826282112072e-15,1.2497630765017677e-11,7.474661842234818e-16,False,True
36,37,0.9999999999974971,2.502917414217792e-12,0.0,2.4852243953320386e-14,1.2483148033055197e-11,4.9831078948232015e-16,False,True
30,43,0.9999999999974786,2.521406553953032e-12,0.0,1.4713533124194534e-14,1.2588000168059152e-11,8.542470676839803e-16,False,False
45,56,0.9999999999974747,2.5252616657655635e-12,0.0,7.96279357863601e-15,1.2615941060931113e-11,5.517012312125697e-16,False,True
26,32,0.9999999999974718,2.528253528130638e-12,0.0,9.703075907913905e-15,1.2628244505869315e-11,1.1923865319755507e-15,False,False
38,39,0.9999999999974709,2.52911304908529e-12,0.0,8.101251924872425e-15,1.2635038252207381e-11,5.339044173024859e-16,False,False
50,52,0.9999999999974701,2.529883035938098e-12,0.0,1.3957598198345984e-14,1.263183470583823e-11,1.7796813910082878e-16,False,True
29,50,0.9999999999974701,2.529898358549601e-12,0.0,2.233795861924845e-15,1.2646005472178104e-11,9.254343233243083e-16,False,True
24,30,0.999999999997464,2.535964639130484e-12,0.0,9.244654917379523e-16,1.2677853409551361e-11,1.085605648515053e-15,False,False
26,51,0.9999999999974624,2.5376543032440847e-12,0.0,1.023901847716457e-14,1.2674231415353739e-11,1.655103693637703e-15,False,True
39,57,0.9999999999974588,2.5411451422917268e-12,0.0,4.949394698383015e-15,1.2699071801720516e-11,6.228884868529013e-16,False,True
42,54,0.9999999999974426,2.5573485668642318e-12,0.0,2.0997741809979862e-14,1.2760335485733493e-11,2.135617669209946e-16,False,False
37,45,0.9999999999974363,2.5636862955108046e-12,0.0,1.802053977492674e-14,1.2794811298779893e-11,1.459338740626799e-15,False,True
47,59,0.9999999999974338,2.5661541313049656e-12,0.0,1.4859005193002118e-14,1.2811302610134592e-11,1.19238653197555e-15,False,True
40,57,0.9999999999974157,2.5842930466935586e-12,0.0,2.210363053959062e-14,1.289370221918898e-11,1.779681391008287e-16,False,True
35,44,0.9999999999974133,2.5867633959349733e-12,0.0,1.5241150620303892e-14,1.2913083742484982e-11,2.242398552670434e-15,False,True
48,50,0.9999999999974132,2.5868499760038136e-12,0.0,8.839002201400449e-15,1.2922560441966553e-11,8.542470676839803e-16,False,True
29,35,0.999999999997412,2.5880838662890775e-12,0.0,4.044892284591967e-15,1.293469583556802e-11,8.89840695504146e-16,False,False
38,40,0.9999999999974117,2.5882927612862522e-12,0.0,3.2194562852274794e-14,1.2901087126761593e-11,1.779681391008288e-16,False,False
49,53,0.9999999999974072,2.5928081456752464e-12,0.0,1.1442946643757166e-15,1.2962316712616245e-11,3.915299060218231e-16,False,False
23,47,0.9999999999973994,2.6005558874260873e-12,0.0,1.6291902157898034e-14,1.2981453531481918e-11,1.2813706015259706e-15,False,True
52,55,0.9999999999973976,2.6023248834490406e-12,0.0,8.334725696990878e-15,1.3000725496148391e-11,6.406853007629842e-16,False,True
31,54,0.9999999999973923,2.607739680754888e-12,0.0,1.259630119481638e-14,1.3022432470474049e-11,6.940757424932329e-16,False,False
28,38,0.9999999999973886,2.611338241898228e-12,0.0,3.3205314608467476e-15,1.305207337879994e-11,6.228884868529013e-16,False,False
34,49,0.9999999999973808,2.619188781345594e-12,0.0,9.125732896507201e-15,1.3083682493539653e-11,1.1389960902453062e-15,False,False
28,57,0.9999999999973749,2.625127675421141e-12,0.0,1.053091113435868e-14,1.3111994224212185e-11,6.406853007629842e-16,False,True
32,49,0.9999999999973742,2.6257418584722382e-12,0.0,7.47284111982228e-15,1.3119301502909249e-11,8.898406955041439e-17,False,False
25,47,0.999999999997368,2.632014949459742e-12,0.0,1.8179956953305783e-14,1.3136722463416746e-11,8.364502537738962e-16,False,True
30,53,0.9999999999973677,2.632317945753855e-12,0.0,6.957397444569013e-15,1.3152078777727179e-11,1.0856056485150582e-15,False,False
8,10,0.9999999999973663,2.6336205953201964e-12,0.0,3.2076282346181905e-16,1.3167261551927378e-11,5.872948590327352e-16,False,True
10,17,0.999999999997366,2.634012576254387e-12,0.0,2.0061455320317922e-15,1.3167261551927378e-11,3.91529906021823e-16,False,True
8,19,0.9999999999973653,2.6347175930038402e-12,0.0,4.238917670812063e-15,1.3167261551927378e-11,1.3703546710763863e-15,False,True
17,19,0.9999999999973653,2.6347191364638026e-12,0.0,4.26644768735341e-15,1.3167261551927378e-11,1.3347610432562206e-15,False,True
27,31,0.9999999999973583,2.641675694404952e-12,0.0,1.0123812282886084e-14,1.3194095298198379e-11,2.17121129703012e-15,False,False
30,34,0.9999999999973581,2.6419351773218087e-12,0.0,2.4513623767802698e-15,1.3206304688598118e-11,4.093267199319064e-16,False,False
33,55,0.9999999999973472,2.65281119096288e-12,0.0,1.5359334423932696e-14,1.3244496401302805e-11,4.805139755722379e-16,False,True
30,32,0.999999999997345,2.655021822256523e-12,0.0,2.5591546896391878e-15,1.3271015878021583e-11,1.1923865319755563e-15,False,False
24,28,0.99999999999734,2.6599662833136057e-12,0.0,6.2486000776627335e-15,1.3291113028961535e-11,1.2101833458856335e-15,False,True
49,51,0.9999999999973398,2.6602418468171987e-12,0.0,6.3870503320369085e-15,1.329278495002667e-11,5.872948590327342e-16,False,True
28,43,0.9999999999973375,2.662523556743071e-12,0.0,1.8531750778665328e-14,1.3288732324278664e-11,9.610279511444766e-16,False,True
27,44,0.9999999999973115,2.688539220007045e-12,0.0,2.1059470184049786e-14,1.3415504167627046e-11,1.15679290415539e-15,False,True
30,51,0.9999999999973058,2.69423245188453e-12,0.0,2.0666327540379728e-15,1.3468031716452368e-11,7.296693703133991e-16,False,False
45,52,0.9999999999973053,2.694701067762603e-12,0.0,1.2920217996125671e-14,1.3456607600133633e-11,9.966215789646391e-16,False,True
23,54,0.999999999997305,2.6949680234168493e-12,0.0,1.0347237278704814e-14,1.3460918347313854e-11,1.3169642293461361e-15,False,False
54,59,0.9999999999972984,2.7016278741768402e-12,0.0,1.076585608619903e-14,1.3493747718046172e-11,1.2457769737057982e-15,False,False
37,50,0.99999999999729,2.7100981382424787e-12,0.0,1.6219069307499763e-14,1.3529696297771149e-11,6.940757424932331e-16,False,True
33,50,0.9999999999972761,2.7239310086821122e-12,0.0,9.816903308101497e-15,1.3607197047729377e-11,2.491553947411602e-16,False,True
35,42,0.999999999997254,2.7460533283025116e-12,0.0,5.851920153619283e-15,1.3722377794071934e-11,7.652629981335627e-16,False,False
33,36,0.9999999999972418,2.7582132962656807e-12,0.0,1.8654363021530928e-14,1.376744153251154e-11,4.09326719931906e-16,False,True
31,46,0.9999999999972417,2.758383874875082e-12,0.0,6.935178420966477e-15,1.3782542977996276e-11,9.432311372343946e-16,False,True
31,35,0.9999999999972395,2.7604581194331543e-12,0.0,4.013459271386084e-15,1.3796366135567124e-11,1.210183345885638e-15,False,False
47,58,0.9999999999972307,2.76933265274982e-12,0.0,1.7012706888523462e-14,1.3825036994656766e-11,4.805139755722372e-16,False,True
25,54,0.9999999999972212,2.7787306321116815e-12,0.0,1.3313040061026362e-14,1.3876477956064823e-11,7.118725564033159e-16,False,False
44,46,0.9999999999972141,2.7858539655472834e-12,0.0,5.287478815298632e-15,1.3921299022953172e-11,1.815275018828459e-15,False,False
36,52,0.9999999999972082,2.791747299023591e-12,0.0,4.840818686601331e-15,1.395225834822586e-11,5.69498045122652e-16,False,True
27,59,0.9999999999972058,2.7942120786219663e-12,0.0,1.3181122610725019e-14,1.395336935729706e-11,1.6195100658175462e-15,False,False
50,56,0.9999999999971951,2.8048797053093725e-12,0.0,6.052771582377022e-15,1.4015831491286448e-11,1.3347610432562185e-15,False,True
48,55,0.9999999999971932,2.8067368399492394e-12,0.0,1.443424013898849e-14,1.4014720414452612e-11,1.227980159795721e-15,False,True
29,55,0.9999999999971537,2.8462233296902355e-12,0.0,4.413663816780551e-15,1.4225172445146358e-11,5.694980451226513e-16,False,True
39,47,0.9999999999971396,2.86034712052712e-12,0.0,1.5752571820001887e-14,1.4280776864869504e-11,1.6906973214578782e-15,False,True
54,58,0.9999999999971378,2.8621202172459973e-12,0.0,1.1316753083233448e-14,1.4296108107004699e-11,4.627171616621544e-16,False,False
33,45,0.9999999999971281,2.8718976729221394e-12,0.0,1.1856054049527319e-14,1.4344067654579323e-11,8.008566259537305e-16,False,True
35,59,0.999999999997121,2.87899685065948e-12,0.0,7.412549321659011e-15,1.4384370457991638e-11,1.797478204918365e-15,False,False
36,48,0.9999999999971202,2.8797564100648475e-12,0.0,1.7928147149377614e-14,1.4375717833476319e-11,8.720438815940596e-16,False,True
40,47,0.9999999999971099,2.890125129191138e-12,0.0,3.993453217552458e-14,1.4399986709772924e-11,9.610279511444778e-16,False,True
28,47,0.9999999999970922,2.907824603990433e-12,0.0,1.100140116535082e-14,1.452408989789395e-11,1.7084941353679615e-15,False,True
23,35,0.9999999999970863,2.9136915271028688e-12,0.0,6.0770067765491874e-15,1.4559446530337805e-11,1.8864622744687912e-15,False,False
39,54,0.999999999997085,2.9149508567796845e-12,0.0,9.379571202419866e-15,1.456170840646257e-11,1.76188457709821e-15,False,False
82,84,0.9999999999970833,2.9167012015304265e-12,0.0,4.033842487603739e-17,1.4583402194179307e-11,7.11872556403315e-17,False,True
78,80,0.9999999999970833,2.9167054736471657e-12,0.0,8.965459261040958e-17,1.4583308519111604e-11,1.4237451128066298e-16,False,True
78,82,0.9999999999970833,2.916715456618593e-12,0.0,1.3706486720437355e-16,1.4583325866346364e-11,1.0678088346049725e-16,False,True
80,84,0.9999999999970833,2.9167157354590737e-12,0.0,8.309321979480054e-17,1.4583381377497595e-11,1.2457769737058019e-16,False,True
44,55,0.9999999999970617,2.9382937617266784e-12,0.0,1.6211669681085116e-14,1.467055018862084e-11,8.720438815940627e-16,False,False
4,17,0.9999999999970572,2.942713059284216e-12,0.0,1.48122646672938e-15,1.4711126468478636e-11,7.83059812043646e-16,False,True
13,17,0.9999999999970571,2.942826887314875e-12,0.0,2.1073880029004815e-15,1.4711126468478636e-11,4.983107894823199e-16,False,True
8,13,0.9999999999970571,2.9428413609874316e-12,0.0,2.0798579863591097e-15,1.4711126468478636e-11,6.406853007629842e-16,False,True
4,8,0.999999999997057,2.9429673301830277e-12,0.0,2.3915291785160487e-15,1.4711126468478636e-11,9.61027951144475e-16,False,True
46,59,0.9999999999970516,2.9483870765341608e-12,0.0,4.942209360791211e-15,1.4734676464524775e-11,1.44154192671671e-15,False,True
21,26,0.9999999999970367,2.963255242616612e-12,0.0,3.3177923014018234e-15,1.48110611638717e-11,1.4237451128066332e-15,False,True
29,36,0.9999999999970334,2.9665989699806928e-12,0.0,7.708692414379147e-15,1.482269160386386e-11,8.898406955041424e-16,False,True
27,42,0.9999999999970247,2.975331906470635e-12,0.0,1.3161798880611736e-15,1.4873025513538647e-11,2.651725272602361e-15,False,False
26,41,0.9999999999970196,2.9803809161228297e-12,0.0,3.625168445986399e-15,1.4896291963611627e-11,1.4415419267167096e-15,False,True
40,54,0.9999999999970111,2.988964369226567e-12,0.0,3.386551175938108e-14,1.4901729142638952e-11,1.0144183928747262e-15,False,False
25,35,0.999999999996973,3.0270032606781753e-12,0.0,4.116626858086736e-15,1.5129136401244477e-11,9.788247650545607e-16,False,False
25,27,0.9999999999969668,3.033288483497443e-12,0.0,9.860170850421178e-15,1.5152328624126223e-11,2.3847730639510968e-15,False,False
21,49,0.9999999999969645,3.0354791639893894e-12,0.0,1.9042630178376707e-14,1.5153365622846623e-11,3.0254583647140896e-16,False,True
44,45,0.9999999999969618,3.038265230934185e-12,0.0,1.2072470163836547e-14,1.5175127715300225e-11,1.4771355545368828e-15,False,False
41,49,0.9999999999969275,3.0724999749954094e-12,0.0,1.2807164052248794e-14,1.5346237315313517e-11,3.381394642915748e-16,False,True
35,58,0.9999999999969262,3.073711791289038e-12,0.0,5.066098749580008e-15,1.5361478866823992e-11,9.966215789646393e-16,False,False
42,46,0.999999999996925,3.0749649399236304e-12,0.0,1.641436702304423e-14,1.5353585969875988e-11,9.610279511444762e-16,False,True
21,30,0.9999999999968993,3.100795656565094e-12,0.0,1.2281229858404209e-14,1.5487905974539105e-11,9.610279511444726e-16,False,False
28,54,0.9999999999968886,3.1113869863797418e-12,0.0,3.868450044175554e-15,1.5550711217858504e-11,1.850868646648625e-15,False,False
30,41,0.9999999999968708,3.1291619900473692e-12,0.0,6.045763732275904e-15,1.5637545322218574e-11,9.43231137234395e-16,False,False
23,27,0.9999999999968676,3.1324304586352103e-12,0.0,1.1748225645829096e-14,1.5646292421400698e-11,1.566119624087289e-15,False,False
45,48,0.9999999999968673,3.1327158166819033e-12,0.0,1.0566598145392192e-14,1.5649022727074087e-11,1.7974782049183656e-15,False,True
31,55,0.9999999999968603,3.1397162053693434e-12,0.0,4.765096526432907e-15,1.5691903885225317e-11,9.61027951144475e-16,False,True
35,39,0.9999999999968504,3.149605487027205e-12,0.0,6.926473615337607e-15,1.5737660848981483e-11,2.2779921804905995e-15,False,False
55,59,0.9999999999968467,3.153253020781269e-12,0.0,7.849393065634955e-15,1.575609297709262e-11,4.80513975572237e-16,False,True
21,50,0.9999999999968464,3.1536417604140913e-12,0.0,9.651746151694083e-15,1.5755770386288726e-11,4.9831078948232e-16,False,True
41,50,0.9999999999968442,3.1558459778787313e-12,0.0,4.065692274090592e-15,1.5773800736179795e-11,4.627171616621544e-16,False,True
25,46,0.999999999996827,3.172978152748083e-12,0.0,7.356419193435088e-15,1.585522807338348e-11,6.228884868529014e-16,False,True
36,44,0.9999999999968237,3.176295363558135e-12,0.0,1.9645195273720305e-14,1.585647985255425e-11,5.87294859032734e-16,False,False
27,58,0.9999999999968101,3.1898972933367795e-12,0.0,1.1027420915203627e-14,1.5933900263131497e-11,2.4025698778611984e-15,False,False
27,40,0.9999999999967841,3.2158812147002836e-12,0.0,1.2157182374779539e-14,1.606283479165839e-11,1.8330718327385414e-15,False,False
35,40,0.9999999999967767,3.223364619312051e-12,0.0,1.8153181545799123e-14,1.6092943682299507e-11,1.5839164379973708e-15,False,False
23,46,0.9999999999967676,3.2323874723935877e-12,0.0,4.895699541348143e-15,1.6154643147823187e-11,1.5661196240872964e-15,False,True
42,55,0.999999999996766,3.2339486649315503e-12,0.0,5.530036933503096e-15,1.6162110007527514e-11,9.610279511444736e-16,False,True
29,45,0.9999999999967657,3.234327712417194e-12,0.0,2.077411513931635e-15,1.6168801540705768e-11,3.203426503814918e-16,False,True
31,36,0.9999999999967631,3.2368821451734583e-12,0.0,8.101576969682004e-15,1.617361637413356e-11,8.898406955041426e-16,False,True
10,13,0.9999999999967393,3.2607422712128697e-12,0.0,1.944493938858218e-15,1.6301107219705152e-11,2.3135858083107747e-16,False,True
4,10,0.9999999999967392,3.26083033473317e-12,0.0,2.200645224943588e-15,1.6301107219705152e-11,3.915299060218233e-16,False,True
13,19,0.999999999996739,3.260926397097406e-12,0.0,2.296586296546269e-15,1.6301107219705152e-11,8.720438815940627e-16,False,True
4,19,0.9999999999967388,3.261159310399247e-12,0.0,3.110780532102559e-15,1.6301107219705152e-11,1.0678088346049747e-15,False,True
27,39,0.9999999999967382,3.2618480391515816e-12,0.0,1.2688257158347006e-14,1.6292552322463155e-11,1.1034024624251407e-15,False,False
42,45,0.999999999996721,3.2789891896947346e-12,0.0,9.093698725662507e-15,1.6382844706492802e-11,9.788247650545581e-16,False,True
25,55,0.9999999999967184,3.2816476056390204e-12,0.0,4.5014550939679756e-15,1.640233090950856e-11,3.7373309211174006e-16,False,True
26,56,0.9999999999967004,3.2996362473906536e-12,0.0,1.2496615335332917e-14,1.6482173387081557e-11,5.161076033924027e-16,False,True
70,71,0.9999999999966879,3.312098626862972e-12,0.0,4.000112640078726e-17,1.6560429785296427e-11,1.7796813910082876e-17,False,True
46,58,0.9999999999966723,3.3276748428608215e-12,0.0,5.675603890721977e-15,1.6630799195465132e-11,6.406853007629825e-16,False,True
36,59,0.9999999999966656,3.3344164798758987e-12,0.0,1.111743545187046e-14,1.665789195763514e-11,3.915299060218231e-16,False,True
27,28,0.9999999999966591,3.3409214885434454e-12,0.0,1.839282026295982e-14,1.668085560359387e-11,1.0144183928747262e-15,False,False
23,55,0.9999999999966582,3.341717926781097e-12,0.0,6.899776790459808e-15,1.6699537789383566e-11,5.694980451226528e-16,False,True
28,35,0.9999999999966567,3.3433718765875914e-12,0.0,1.2660586529324962e-14,1.669925841758877e-11,2.366976250041032e-15,False,False
26,37,0.9999999999966533,3.3466325063819602e-12,0.0,2.2714940425968546e-14,1.670306036224197e-11,2.2779921804905983e-15,False,True
23,45,0.9999999999966238,3.3761952349258876e-12,0.0,2.94020193769635e-15,1.6876419979918768e-11,1.1745897180654721e-15,False,True
49,56,0.9999999999966116,3.388439055594364e-12,0.0,3.685019362762847e-15,1.6937068446961495e-11,6.940757424932332e-16,False,True
40,46,0.999999999996603,3.3969988139631277e-12,0.0,2.8479229940229336e-14,1.6948447352049638e-11,1.2635737876158865e-15,False,True
39,46,0.9999999999966007,3.399302540499112e-12,0.0,4.474568440948466e-15,1.698945125479679e-11,1.9576495301091226e-15,False,True
50,51,0.9999999999965674,3.432540179056107e-12,0.0,3.232541375606389e-15,1.71585267424567e-11,1.779681391008288e-16,False,True
31,45,0.999999999996565,3.4350725147532118e-12,0.0,1.4100098644516433e-15,1.7172892638082568e-11,9.43231137234394e-16,False,True
30,56,0.9999999999965646,3.435315399342717e-12,0.0,4.2265607531099e-15,1.7169878949066346e-11,1.886462274468791e-15,False,False
55,58,0.9999999999965612,3.4388318193133926e-12,0.0,5.889781668886666e-15,1.718626296506355e-11,7.118725564033159e-16,False,True
26,52,0.9999999999965565,3.4434225931314656e-12,0.0,6.615601311357114e-15,1.720748200775401e-11,1.815275018828448e-15,False,True
36,42,0.9999999999965481,3.451866464867386e-12,0.0,2.188120023831991e-15,1.7255889750954212e-11,9.43231137234395e-16,False,True
32,50,0.9999999999965414,3.4585642674409293e-12,0.0,2.2987406885395797e-15,1.7289467397368398e-11,6.406853007629828e-16,False,False
28,46,0.9999999999965207,3.479370483135407e-12,0.0,3.1276971132580863e-15,1.7391461209527448e-11,1.9754463440192053e-15,False,True
37,49,0.99999999999652,3.479948194927476e-12,0.0,7.393397133232744e-15,1.7389644981153154e-11,1.1389960902453076e-15,False,True
12,18,0.9999999999965068,3.4932324564899135e-12,0.0,1.0309017362200836e-15,1.7464473226966315e-11,5.339044173024869e-16,False,True
3,9,0.9999999999965066,3.4934812214977303e-12,0.0,1.5881601452994628e-15,1.7464473226966315e-11,1.2635737876158804e-15,False,True
9,12,0.9999999999965062,3.4937912974423593e-12,0.0,2.9779571606599244e-15,1.7464473226966315e-11,1.014418392874726e-15,False,True
3,18,0.9999999999965059,3.4940534886358503e-12,0.0,4.44316738012018e-15,1.7464473226966315e-11,3.2034265038149186e-16,False,True
39,55,0.9999999999965055,3.4945867845400555e-12,0.0,7.867442866744781e-15,1.746239219576392e-11,9.432311372343942e-16,False,True
25,45,0.9999999999965017,3.498345028077581e-12,0.0,1.976529761650107e-15,1.748898752597719e-11,3.559362782016578e-16,False,True
40,55,0.9999999999964896,3.5103759122481145e-12,0.0,1.7459968793875102e-14,1.7529747605208278e-11,4.093267199319064e-16,False,True
45,58,0.9999999999964868,3.5131877000063466e-12,0.0,2.1249454673003697e-15,1.756273506616987e-11,7.296693703133975e-16,False,True
30,37,0.9999999999964719,3.528043070124868e-12,0.0,1.4058400656222929e-14,1.7622455483258005e-11,2.491553947411603e-16,False,False
50,53,0.9999999999964703,3.529742289679718e-12,0.0,9.273369439213912e-15,1.7636665917844865e-11,6.050916729428183e-16,False,False
34,50,0.9999999999964467,3.553227362697688e-12,0.0,3.457420896605662e-15,1.77614946947173e-11,4.271235338419892e-16,False,False
25,36,0.9999999999964357,3.5642914964142645e-12,0.0,7.796483691566565e-15,1.781116462542913e-11,7.296693703133971e-16,False,True
45,59,0.9999999999964329,3.567107469134068e-12,0.0,4.359605796910776e-15,1.7829273634187813e-11,1.0856056485150535e-15,False,True
23,36,0.9999999999964309,3.5691120194916325e-12,0.0,1.0319809277413909e-14,1.783238003604231e-11,3.7373309211174056e-16,False,True
28,55,0.9999999999964188,3.5812071807188576e-12,0.0,1.3572005971357933e-14,1.7888310082335435e-11,1.014418392874726e-15,False,True
39,45,0.9999999999963876,3.61248253704045e-12,0.0,3.4795322755926017e-15,1.8056888680139695e-11,1.5661196240872976e-15,False,True
69,70,0.9999999999963598,3.6402489283491636e-12,0.0,1.2192024105026414e-16,1.8201065546223638e-11,3.559362782016575e-17,False,True
26,33,0.9999999999963581,3.641880402552964e-12,0.0,1.6299281320889596e-14,1.818783997378521e-11,1.5839164379973716e-15,False,True
24,50,0.9999999999963188,3.681142862781183e-12,0.0,2.6752377974729646e-15,1.8401996533566958e-11,4.983107894823201e-16,False,True
49,52,0.9999999999963161,3.683986616692293e-12,0.0,2.1791578404204885e-14,1.8392186401259766e-11,6.762789285831484e-16,False,True
43,50,0.9999999999963046,3.695386057678005e-12,0.0,1.2084049417484446e-14,1.8461531579188652e-11,3.91529906021823e-16,False,True
36,58,0.9999999999962842,3.715848014447829e-12,0.0,9.336800367203778e-15,1.8567008472141974e-11,7.474661842234822e-16,False,True
38,50,0.9999999999962835,3.716518767757406e-12,0.0,9.369461798816459e-15,1.8570855316317643e-11,3.5593627820165765e-17,False,False
30,52,0.9999999999962625,3.7374375811208074e-12,0.0,1.497045992468554e-14,1.866800766433304e-11,6.228884868529018e-16,False,False
36,39,0.9999999999962571,3.742941521932881e-12,0.0,1.1287475353698846e-14,1.8700144446717575e-11,6.050916729428169e-16,False,True
50,57,0.9999999999962348,3.765225752674708e-12,0.0,3.391601528552601e-15,1.8821862566241986e-11,3.559362782016575e-17,False,True
36,40,0.9999999999962308,3.7692206527352774e-12,0.0,1.4104558778523056e-14,1.8828232308215447e-11,3.2034265038149186e-16,False,True
33,49,0.9999999999962269,3.7731203897578054e-12,0.0,3.4852670699660834e-15,1.8860871631859455e-11,4.983107894823212e-16,False,True
40,45,0.9999999999962159,3.7841341117825964e-12,0.0,2.1478304183381512e-14,1.8893168645772555e-11,8.720438815940622e-16,False,True
